Viewer_ID,Month_Year,Age_Group,Gender,Region,Channel_Watched,Anchor_Name,News_Category,Consumption_Frequency,News_Verdict,TRP_Score,Sensationalism_Score,Fake_Units_Consumed,Authentic_Units_Consumed,Sentiment_Score,Trust_Score,Knowledge_Accuracy_Pct
VWR0757,Aug-2024,18-25,Male,West,News18,Amish Devgan,Politics,Weekly,Authentic,6.7,7.1,0,7,5.0,7.2,76.6
VWR0758,Jan-2023,26-40,Other,East,Times Now,Navika Kumar,Politics,Weekly,Fake,7.3,5.8,5,0,-2.06,3.9,48.0
VWR0759,Dec-2025,18-25,Male,South,NDTV,Ravish Kumar,Health,Daily,Fake,6.8,4.9,8,1,-1.93,4.9,37.8
VWR0760,Feb-2023,41-60,Male,North,Zee News/WION,Palki Sharma,Health,Daily,Misleading,6.2,5.0,2,3,1.67,7.8,72.0
VWR0761,May-2025,18-25,Male,Central,Republic TV,Arnab Goswami,Crime,Weekly,Fake,8.7,9.3,5,0,-1.52,3.2,37.4
VWR0762,Aug-2022,18-25,Male,West,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Authentic,9.4,8.1,1,5,1.47,6.9,72.9
VWR0763,Nov-2025,41-60,Female,South,Aaj Tak,Anjana Om Kashyap,Politics,Occasional,Fake,9.7,10.0,5,0,-3.45,3.2,52.9
VWR0764,Jul-2023,41-60,Female,West,Zee News/WION,Palki Sharma,Health,Daily,Authentic,6.5,4.1,0,8,5.0,7.8,100.0
VWR0765,Sep-2025,41-60,Female,West,Republic TV,Arnab Goswami,Health,Occasional,Fake,9.7,9.2,7,1,-4.16,3.2,53.9
VWR0766,Feb-2023,26-40,Female,South,Times Now,Navika Kumar,Economy,Daily,Authentic,7.9,7.1,0,6,2.85,6.8,97.4
VWR0767,Nov-2022,18-25,Male,South,Zee News/WION,Palki Sharma,Health,Weekly,Authentic,6.1,5.5,0,6,4.03,7.2,72.8
VWR0768,Nov-2024,41-60,Female,North,NDTV,Ravish Kumar,Health,Weekly,Fake,5.6,4.3,6,1,-2.25,5.0,54.3
VWR0769,Dec-2024,41-60,Male,North,Times Now,Rahul Shivshankar,Health,Daily,Fake,8.1,8.6,5,0,-2.9,3.5,44.7
VWR0770,Mar-2022,18-25,Female,West,Zee News/WION,Palki Sharma,Crime,Daily,Misleading,7.3,5.4,2,1,0.44,6.6,66.3
VWR0771,Jan-2024,60+,Female,North,Republic TV,Arnab Goswami,Crime,Daily,Fake,9.5,8.7,4,1,-2.74,4.3,49.8
VWR0772,Jan-2023,18-25,Female,West,Zee News/WION,Palki Sharma,Economy,Daily,Misleading,6.1,4.8,1,2,0.77,5.7,60.7
VWR0773,Apr-2023,60+,Female,Central,Republic TV,Arnab Goswami,Health,Weekly,Misleading,10.0,9.7,4,3,0.78,5.3,57.2
VWR0774,Apr-2024,41-60,Female,North,Times Now,Rahul Shivshankar,Politics,Daily,Misleading,7.2,8.9,1,2,1.84,5.5,68.5
VWR0775,Sep-2025,41-60,Male,South,Zee News/WION,Palki Sharma,Politics,Weekly,Misleading,6.3,3.9,1,3,4.33,7.5,73.8
VWR0776,Mar-2024,60+,Male,West,Republic TV,Arnab Goswami,Politics,Daily,Fake,9.4,10.0,3,1,-0.22,4.7,64.3
VWR0777,Oct-2022,41-60,Female,West,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Misleading,9.5,8.9,2,3,2.01,5.3,59.2
VWR0778,Jun-2023,18-25,Male,West,News18,Amish Devgan,Politics,Weekly,Misleading,7.4,8.2,4,3,-0.33,4.7,50.5
VWR0779,Aug-2022,26-40,Female,South,News18,Amish Devgan,Politics,Weekly,Misleading,7.2,7.4,2,3,1.12,6.1,54.5
VWR0780,Jul-2022,18-25,Male,South,News18,Amish Devgan,Crime,Weekly,Fake,7.2,6.8,8,1,-2.48,4.4,34.7
VWR0781,Oct-2023,26-40,Male,East,News18,Amish Devgan,Politics,Daily,Misleading,7.0,8.1,1,1,-0.74,5.5,57.5
VWR0782,Feb-2025,41-60,Female,Central,Times Now,Navika Kumar,Health,Weekly,Authentic,7.5,7.3,1,6,3.63,7.6,79.4
VWR0783,Nov-2025,26-40,Male,South,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Authentic,7.4,9.6,0,4,1.88,5.9,79.2
VWR0784,Sep-2022,26-40,Male,Central,Times Now,Rahul Shivshankar,Crime,Daily,Fake,7.4,7.2,6,0,-2.6,3.3,26.7
VWR0785,Jun-2025,26-40,Male,North,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Fake,8.8,8.3,8,1,-2.31,3.0,32.1
VWR0786,Apr-2025,41-60,Male,Central,NDTV,Ravish Kumar,Politics,Weekly,Misleading,5.2,2.3,3,3,0.5,8.3,66.4
VWR0787,Mar-2025,18-25,Female,East,Times Now,Navika Kumar,Crime,Weekly,Authentic,7.4,7.5,0,4,2.84,6.6,79.6
VWR0788,May-2024,26-40,Male,South,Times Now,Rahul Shivshankar,Health,Weekly,Fake,7.4,7.5,7,1,-2.04,3.1,37.5
VWR0789,Jan-2025,18-25,Female,East,Times Now,Rahul Shivshankar,Health,Daily,Misleading,8.4,6.4,3,2,0.05,4.8,59.7
VWR0790,Dec-2025,41-60,Female,North,NDTV,Ravish Kumar,Politics,Daily,Fake,6.6,3.1,8,0,-2.49,4.0,30.8
VWR0791,Nov-2025,18-25,Male,North,Republic TV,Arnab Goswami,Crime,Occasional,Fake,9.0,9.1,7,0,-3.1,3.6,29.0
VWR0792,Jun-2025,41-60,Female,North,Times Now,Navika Kumar,Politics,Weekly,Authentic,7.1,5.6,0,9,5.0,9.0,87.2
VWR0793,May-2024,26-40,Female,North,Times Now,Navika Kumar,Economy,Daily,Authentic,7.2,6.1,0,8,4.73,9.6,100.0
VWR0794,Apr-2024,18-25,Male,South,News18,Amish Devgan,Economy,Weekly,Fake,6.8,6.6,9,0,-4.77,3.8,34.0
VWR0795,Sep-2023,60+,Male,West,Republic TV,Arnab Goswami,Crime,Daily,Fake,9.3,9.2,7,1,-3.2,3.8,49.2
VWR0796,Sep-2024,18-25,Male,East,NDTV,Ravish Kumar,Health,Daily,Fake,5.4,2.9,7,0,-2.21,6.6,41.8
VWR0797,Feb-2024,26-40,Female,North,NDTV,Ravish Kumar,Health,Daily,Authentic,5.2,2.2,0,5,3.67,8.1,93.6
VWR0798,Feb-2025,18-25,Female,West,Times Now,Navika Kumar,Health,Daily,Misleading,7.5,8.4,1,3,1.77,4.7,76.1
VWR0799,Mar-2023,26-40,Female,East,News18,Amish Devgan,Health,Daily,Authentic,7.3,8.5,1,4,2.16,6.4,58.2
VWR0800,Feb-2022,26-40,Female,Central,NDTV,Ravish Kumar,Economy,Occasional,Authentic,5.4,2.9,1,9,5.0,9.3,85.8
VWR0801,Dec-2022,26-40,Female,East,News18,Amish Devgan,Crime,Weekly,Fake,7.4,7.7,7,1,-3.16,4.1,42.4
VWR0802,Sep-2024,18-25,Female,North,Republic TV,Arnab Goswami,Crime,Daily,Misleading,8.9,9.8,4,1,-1.11,4.7,54.2
VWR0803,Mar-2023,26-40,Female,South,Times Now,Navika Kumar,Health,Weekly,Misleading,7.3,7.8,1,3,2.77,6.5,72.6
VWR0804,Sep-2025,41-60,Male,East,News18,Amish Devgan,Health,Occasional,Fake,7.4,6.8,4,0,-0.82,5.7,40.1
VWR0805,Jan-2022,41-60,Female,North,Times Now,Rahul Shivshankar,Health,Daily,Fake,7.5,8.1,5,0,-1.01,3.3,40.5
VWR0806,Sep-2024,26-40,Female,North,Zee News/WION,Palki Sharma,Politics,Occasional,Authentic,6.7,4.6,0,5,3.92,8.5,84.5
VWR0807,Apr-2022,26-40,Female,North,NDTV,Ravish Kumar,Politics,Weekly,Authentic,5.5,2.4,1,6,3.66,8.2,82.3
VWR0808,Apr-2024,18-25,Female,North,NDTV,Ravish Kumar,Politics,Daily,Authentic,5.7,4.1,0,5,4.62,9.2,88.7
VWR0809,Feb-2023,26-40,Male,South,Times Now,Rahul Shivshankar,Crime,Daily,Authentic,7.4,8.2,0,6,2.43,7.2,77.4
VWR0810,Sep-2025,18-25,Female,South,Republic TV,Arnab Goswami,Crime,Daily,Authentic,8.8,10.0,0,8,3.65,7.3,96.9
VWR0811,Dec-2022,18-25,Male,North,NDTV,Ravish Kumar,Economy,Weekly,Misleading,5.7,2.5,3,1,0.69,6.3,51.9
VWR0812,Jun-2022,18-25,Female,East,Zee News/WION,Palki Sharma,Crime,Daily,Fake,5.7,5.6,8,0,-2.5,3.7,30.2
VWR0813,Aug-2023,26-40,Male,East,Republic TV,Arnab Goswami,Health,Weekly,Misleading,9.0,9.2,4,1,-0.07,4.4,52.1
VWR0814,Dec-2025,26-40,Female,South,NDTV,Ravish Kumar,Politics,Weekly,Authentic,5.7,4.1,1,8,5.0,9.9,75.1
VWR0815,Sep-2023,60+,Female,North,Zee News/WION,Palki Sharma,Health,Daily,Authentic,6.4,3.8,1,6,4.49,9.3,83.0
VWR0816,Apr-2023,18-25,Female,North,Times Now,Navika Kumar,Crime,Occasional,Authentic,7.1,5.8,0,7,5.0,8.3,99.6
VWR0817,Dec-2022,41-60,Male,South,Times Now,Navika Kumar,Health,Occasional,Authentic,7.2,6.2,1,8,5.0,7.7,79.3
VWR0818,Aug-2023,41-60,Other,North,Times Now,Rahul Shivshankar,Politics,Daily,Authentic,7.7,7.3,0,6,2.83,7.6,100.0
VWR0819,Sep-2025,26-40,Female,South,Republic TV,Arnab Goswami,Crime,Occasional,Fake,9.6,9.0,8,1,-1.49,4.0,31.3
VWR0820,Sep-2024,26-40,Female,East,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Fake,8.4,9.3,4,0,-0.67,3.9,53.7
VWR0821,Feb-2022,26-40,Male,East,Zee News/WION,Palki Sharma,Crime,Daily,Authentic,5.9,5.8,0,8,4.8,8.1,82.4
VWR0822,Oct-2024,18-25,Female,North,Republic TV,Arnab Goswami,Economy,Daily,Authentic,8.7,10.0,1,8,3.85,7.1,100.0
VWR0823,Feb-2024,26-40,Male,South,Aaj Tak,Anjana Om Kashyap,Economy,Weekly,Fake,8.5,10.0,6,1,-3.4,3.1,36.0
VWR0824,Sep-2024,41-60,Female,East,Times Now,Rahul Shivshankar,Economy,Weekly,Misleading,7.3,7.5,3,3,0.49,5.3,65.2
VWR0825,Jun-2025,18-25,Male,West,Times Now,Navika Kumar,Health,Daily,Fake,6.8,5.8,3,1,-0.13,5.5,52.2
VWR0826,Jun-2024,18-25,Female,West,NDTV,Ravish Kumar,Economy,Daily,Authentic,5.2,4.6,1,9,4.74,9.3,92.1
VWR0827,Jan-2022,41-60,Female,East,Times Now,Rahul Shivshankar,Health,Daily,Fake,7.3,6.7,4,0,-0.39,4.5,49.9
VWR0828,Oct-2025,41-60,Male,South,Times Now,Rahul Shivshankar,Politics,Occasional,Authentic,7.6,7.9,0,7,4.15,7.3,86.9
VWR0829,Aug-2022,26-40,Male,South,Zee News/WION,Palki Sharma,Crime,Occasional,Fake,6.8,6.3,8,1,-3.67,4.2,31.1
VWR0830,Jan-2022,41-60,Female,West,Times Now,Rahul Shivshankar,Politics,Weekly,Authentic,7.2,7.6,0,6,2.74,6.9,85.6
VWR0831,Oct-2025,26-40,Male,North,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Fake,8.5,7.6,7,0,-4.44,4.7,36.4
VWR0832,Oct-2022,18-25,Female,Central,Times Now,Rahul Shivshankar,Politics,Weekly,Fake,7.0,6.5,7,1,-1.5,5.6,43.1
VWR0833,Aug-2024,26-40,Male,East,Republic TV,Arnab Goswami,Politics,Daily,Authentic,9.2,10.0,0,8,3.92,6.7,96.9
VWR0834,Apr-2025,26-40,Male,West,Aaj Tak,Anjana Om Kashyap,Health,Daily,Authentic,8.3,8.7,1,6,3.51,5.9,88.5
VWR0835,Feb-2022,60+,Male,North,Times Now,Navika Kumar,Crime,Weekly,Fake,7.5,6.9,8,1,-0.32,3.6,41.0
VWR0836,Jul-2024,18-25,Female,East,Times Now,Rahul Shivshankar,Politics,Weekly,Fake,6.6,7.8,3,1,-0.98,5.1,57.6
VWR0837,Apr-2022,26-40,Male,South,NDTV,Ravish Kumar,Health,Daily,Misleading,5.6,4.1,2,3,2.19,6.9,65.4
VWR0838,Dec-2022,26-40,Female,North,Times Now,Rahul Shivshankar,Health,Occasional,Fake,7.7,7.4,6,0,-1.13,3.0,28.7
VWR0839,Jul-2024,26-40,Female,North,Times Now,Navika Kumar,Economy,Occasional,Misleading,7.3,6.6,1,2,1.14,5.9,69.2
VWR0840,May-2025,18-25,Male,Central,News18,Amish Devgan,Crime,Daily,Authentic,8.3,7.2,0,4,2.59,7.0,87.8
VWR0841,Nov-2023,26-40,Female,East,Republic TV,Arnab Goswami,Crime,Weekly,Fake,9.4,10.0,4,1,-0.83,4.5,46.4
VWR0842,Sep-2024,41-60,Male,South,News18,Amish Devgan,Politics,Occasional,Authentic,6.5,7.9,1,5,4.65,7.7,73.2
VWR0843,Aug-2022,26-40,Female,North,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Misleading,8.7,8.6,1,3,2.09,5.3,81.9
VWR0844,Apr-2023,26-40,Male,West,NDTV,Ravish Kumar,Politics,Weekly,Authentic,4.9,4.4,1,9,4.45,8.5,100.0
VWR0845,Mar-2023,26-40,Male,West,Republic TV,Arnab Goswami,Crime,Daily,Fake,9.2,9.4,4,1,-1.71,3.8,45.8
VWR0846,May-2025,26-40,Female,East,Times Now,Rahul Shivshankar,Economy,Daily,Authentic,7.1,6.5,1,7,3.41,6.9,100.0
VWR0847,Apr-2025,26-40,Female,East,Republic TV,Arnab Goswami,Politics,Occasional,Misleading,9.7,8.9,3,1,-1.94,3.9,59.8
VWR0848,Feb-2024,41-60,Male,South,NDTV,Ravish Kumar,Politics,Daily,Authentic,5.5,2.7,1,6,3.98,8.1,89.4
VWR0849,Feb-2023,60+,Female,East,Times Now,Navika Kumar,Politics,Daily,Fake,7.1,6.6,4,0,-1.01,4.9,46.2
VWR0850,Dec-2022,26-40,Male,North,Times Now,Navika Kumar,Health,Daily,Fake,6.9,7.8,4,1,-0.77,4.0,54.6
VWR0851,Mar-2024,26-40,Female,Central,Republic TV,Arnab Goswami,Politics,Daily,Fake,10.0,8.9,6,0,-3.74,4.0,44.4
VWR0852,Nov-2025,41-60,Female,East,Zee News/WION,Palki Sharma,Crime,Daily,Fake,6.3,5.2,6,0,-1.56,5.5,33.8
VWR0853,Jul-2024,26-40,Male,South,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Fake,9.6,8.3,7,0,-3.8,2.6,50.2
VWR0854,Apr-2022,26-40,Male,South,NDTV,Ravish Kumar,Crime,Daily,Authentic,6.2,3.3,1,5,3.35,7.2,78.2
VWR0855,Jun-2024,18-25,Male,West,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Fake,8.9,7.6,8,1,-3.56,3.3,32.5
VWR0856,Apr-2022,41-60,Male,North,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Fake,8.9,8.6,6,0,-1.6,3.2,31.7
VWR0857,Jul-2024,26-40,Male,South,Republic TV,Arnab Goswami,Politics,Daily,Authentic,9.4,9.3,0,7,3.24,7.7,94.0
VWR0858,Oct-2024,41-60,Female,East,Times Now,Navika Kumar,Health,Weekly,Fake,6.2,7.2,5,0,-0.61,4.2,47.0
VWR0859,Apr-2022,41-60,Other,South,Times Now,Navika Kumar,Crime,Weekly,Fake,7.1,7.0,8,1,-2.74,4.1,28.7
VWR0860,Aug-2023,18-25,Male,West,Republic TV,Arnab Goswami,Health,Daily,Fake,9.6,8.5,3,1,-0.06,4.9,57.6
VWR0861,Jun-2023,41-60,Female,North,Zee News/WION,Palki Sharma,Crime,Daily,Fake,6.5,5.9,6,0,-1.91,3.8,44.9
VWR0862,Nov-2025,41-60,Female,West,Times Now,Rahul Shivshankar,Politics,Weekly,Misleading,6.8,7.4,2,1,-0.31,5.0,57.3
VWR0863,Aug-2022,26-40,Female,North,Times Now,Navika Kumar,Politics,Occasional,Authentic,7.2,7.0,1,7,4.02,7.4,88.5
VWR0864,Jun-2025,18-25,Male,North,Times Now,Rahul Shivshankar,Crime,Daily,Fake,8.4,7.2,6,0,-2.58,4.2,41.0
VWR0865,Feb-2022,18-25,Female,Central,Times Now,Rahul Shivshankar,Crime,Daily,Authentic,8.1,6.8,1,6,3.54,6.2,80.2
VWR0866,Sep-2022,26-40,Male,East,Times Now,Navika Kumar,Crime,Daily,Fake,7.2,7.0,7,1,-1.82,3.7,32.8
VWR0867,Apr-2023,26-40,Male,South,Republic TV,Arnab Goswami,Health,Daily,Authentic,9.7,9.9,1,6,4.2,6.1,83.6
VWR0868,Oct-2023,26-40,Male,North,Aaj Tak,Anjana Om Kashyap,Health,Weekly,Authentic,8.5,7.4,1,4,2.65,6.1,58.4
VWR0869,Dec-2022,18-25,Male,East,Zee News/WION,Palki Sharma,Health,Daily,Authentic,5.6,4.6,0,9,5.0,8.1,100.0
VWR0870,May-2022,41-60,Male,East,NDTV,Ravish Kumar,Politics,Daily,Authentic,5.3,3.3,1,6,4.52,7.9,91.5
VWR0871,Mar-2025,26-40,Female,Central,Times Now,Rahul Shivshankar,Crime,Daily,Fake,8.3,7.4,7,1,-2.56,3.0,32.3
VWR0872,Mar-2023,18-25,Male,Central,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Authentic,8.6,9.8,0,7,4.23,7.6,78.0
VWR0873,Sep-2025,26-40,Female,East,News18,Amish Devgan,Health,Daily,Misleading,6.9,6.9,2,1,0.37,5.2,69.9
VWR0874,Aug-2022,26-40,Male,South,Times Now,Rahul Shivshankar,Politics,Daily,Misleading,7.4,6.8,4,1,-0.94,4.9,51.2
VWR0875,Dec-2023,18-25,Female,South,Republic TV,Arnab Goswami,Politics,Daily,Fake,10.0,9.1,6,1,-3.04,2.9,45.0
VWR0876,Jul-2023,26-40,Female,West,Republic TV,Arnab Goswami,Economy,Weekly,Authentic,10.0,8.9,1,7,3.84,6.9,85.7
VWR0877,Jan-2025,18-25,Male,North,News18,Amish Devgan,Crime,Occasional,Authentic,8.1,7.2,0,4,2.41,7.2,68.5
VWR0878,Jun-2023,41-60,Male,South,News18,Amish Devgan,Politics,Daily,Misleading,6.9,8.1,3,3,1.08,4.7,69.8
VWR0879,Sep-2023,41-60,Female,North,Republic TV,Arnab Goswami,Politics,Weekly,Fake,9.3,8.7,9,0,-4.19,2.1,32.6
VWR0880,Mar-2025,26-40,Male,North,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Authentic,7.9,9.1,0,6,3.15,6.3,86.2
VWR0881,Feb-2023,41-60,Male,North,Aaj Tak,Anjana Om Kashyap,Economy,Daily,Fake,9.4,7.4,5,0,-2.42,3.2,26.8
VWR0882,Mar-2023,41-60,Male,South,News18,Amish Devgan,Crime,Daily,Authentic,6.4,7.1,1,7,4.72,7.6,89.5
VWR0883,Mar-2022,18-25,Female,West,Republic TV,Arnab Goswami,Economy,Daily,Fake,9.3,9.2,8,1,-3.6,3.6,39.5
VWR0884,Sep-2025,60+,Female,South,Republic TV,Arnab Goswami,Politics,Weekly,Authentic,8.7,10.0,0,3,3.12,4.4,74.7
VWR0885,Nov-2022,41-60,Female,South,Zee News/WION,Palki Sharma,Crime,Daily,Misleading,6.2,4.8,2,1,0.24,6.7,68.2
VWR0886,Mar-2022,18-25,Female,North,Aaj Tak,Anjana Om Kashyap,Health,Daily,Fake,8.3,7.0,8,0,-2.09,4.2,42.0
VWR0887,Jun-2024,18-25,Female,East,News18,Amish Devgan,Crime,Weekly,Authentic,6.7,5.9,1,4,2.64,4.9,77.7
VWR0888,Jun-2022,18-25,Female,North,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Fake,8.4,8.8,5,1,-0.87,3.2,36.4
VWR0889,Jun-2022,18-25,Female,East,Republic TV,Arnab Goswami,Crime,Daily,Fake,8.9,10.0,5,0,-3.29,2.8,34.9
VWR0890,Jul-2024,41-60,Male,Central,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Fake,9.1,9.1,3,0,-2.01,4.5,47.4
VWR0891,Oct-2023,26-40,Male,North,News18,Amish Devgan,Health,Daily,Fake,6.4,7.6,5,0,-1.56,4.4,43.0
VWR0892,Sep-2023,41-60,Female,North,Zee News/WION,Palki Sharma,Health,Daily,Misleading,6.6,5.9,1,2,0.86,5.6,74.7
VWR0893,Feb-2025,41-60,Female,South,Zee News/WION,Palki Sharma,Health,Daily,Fake,7.1,4.6,4,1,0.89,6.8,55.1
VWR0894,Feb-2025,41-60,Male,Central,Times Now,Rahul Shivshankar,Health,Daily,Authentic,7.2,7.9,0,8,4.81,7.1,91.7
VWR0895,Jun-2022,41-60,Male,West,News18,Amish Devgan,Politics,Weekly,Misleading,6.6,6.2,1,1,0.64,5.3,69.5
VWR0896,May-2024,18-25,Female,Central,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Misleading,8.6,8.1,3,2,-0.61,4.2,53.8
VWR0897,Oct-2025,26-40,Female,South,Aaj Tak,Anjana Om Kashyap,Health,Weekly,Authentic,9.3,7.4,1,7,3.39,7.1,90.5
VWR0898,Nov-2022,41-60,Male,Central,NDTV,Ravish Kumar,Economy,Daily,Fake,5.9,3.3,4,0,-0.81,6.5,50.8
VWR0899,Dec-2025,18-25,Female,North,Republic TV,Arnab Goswami,Politics,Daily,Misleading,8.9,9.5,3,2,0.25,3.9,64.2
VWR0900,Oct-2023,18-25,Female,North,Republic TV,Arnab Goswami,Crime,Daily,Fake,9.4,9.6,8,0,-3.88,2.8,39.8
VWR0901,Mar-2025,41-60,Female,West,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Misleading,8.1,8.8,4,3,0.82,5.0,59.1
VWR0902,Jun-2022,41-60,Male,Central,Republic TV,Arnab Goswami,Politics,Daily,Authentic,9.5,8.8,0,3,2.6,5.8,59.6
VWR0903,Jun-2024,26-40,Male,North,Aaj Tak,Anjana Om Kashyap,Crime,Occasional,Authentic,8.9,8.6,0,8,3.69,7.6,87.7
VWR0904,Jul-2025,41-60,Male,North,Times Now,Navika Kumar,Crime,Weekly,Fake,7.0,5.6,6,1,-1.81,5.5,50.8
VWR0905,Jan-2024,41-60,Male,North,Times Now,Rahul Shivshankar,Politics,Occasional,Authentic,7.1,8.3,0,6,2.85,7.1,81.5
VWR0906,Dec-2024,26-40,Female,North,NDTV,Ravish Kumar,Health,Weekly,Misleading,5.4,3.3,1,3,1.95,8.2,66.2
VWR0907,Jan-2022,18-25,Male,North,Zee News/WION,Palki Sharma,Health,Occasional,Misleading,6.8,4.6,3,3,-0.16,5.8,64.0
VWR0908,Oct-2023,60+,Other,Central,Times Now,Rahul Shivshankar,Economy,Weekly,Fake,8.1,8.5,4,1,-0.2,4.0,61.2
VWR0909,Sep-2022,26-40,Male,East,Aaj Tak,Anjana Om Kashyap,Politics,Occasional,Misleading,8.4,7.8,3,1,0.77,4.1,60.2
VWR0910,Sep-2025,18-25,Male,West,Times Now,Rahul Shivshankar,Crime,Daily,Fake,7.7,6.3,6,1,-2.4,5.0,58.4
VWR0911,Aug-2022,26-40,Female,West,Times Now,Navika Kumar,Crime,Daily,Authentic,6.2,5.9,0,8,4.05,9.2,96.2
VWR0912,Oct-2024,41-60,Female,East,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Authentic,8.4,8.7,0,4,3.01,5.9,81.9
VWR0913,Apr-2023,18-25,Male,West,News18,Amish Devgan,Crime,Occasional,Fake,7.0,7.8,7,1,-3.12,4.0,38.6
VWR0914,Jul-2023,26-40,Female,East,Times Now,Rahul Shivshankar,Health,Daily,Fake,7.0,7.8,8,1,-1.99,2.5,24.1
VWR0915,Aug-2022,18-25,Male,South,Times Now,Navika Kumar,Politics,Daily,Authentic,6.7,8.9,1,9,3.65,7.4,93.7
VWR0916,Dec-2022,60+,Female,East,Times Now,Rahul Shivshankar,Economy,Weekly,Authentic,7.2,5.4,1,3,0.51,5.6,71.8
VWR0917,Jul-2025,18-25,Female,East,Aaj Tak,Anjana Om Kashyap,Health,Weekly,Fake,8.8,9.3,7,1,-2.86,3.3,45.8
VWR0918,May-2025,26-40,Male,West,NDTV,Ravish Kumar,Health,Daily,Authentic,5.7,3.1,1,4,2.66,6.5,77.4
VWR0919,Jul-2024,60+,Female,Central,Zee News/WION,Palki Sharma,Health,Weekly,Misleading,5.4,4.5,4,2,0.42,7.2,58.2
VWR0920,Jun-2025,18-25,Female,South,Republic TV,Arnab Goswami,Politics,Occasional,Authentic,8.1,9.0,1,3,1.22,5.5,80.6
VWR0921,Sep-2024,60+,Male,West,Zee News/WION,Palki Sharma,Health,Occasional,Fake,6.2,4.3,6,0,-1.2,4.9,38.9
VWR0922,Jul-2023,60+,Male,North,Times Now,Navika Kumar,Politics,Daily,Fake,7.4,8.1,8,0,-3.18,4.5,39.7
VWR0923,Mar-2024,60+,Female,West,NDTV,Ravish Kumar,Economy,Daily,Authentic,4.4,4.2,0,8,5.0,9.0,100.0
VWR0924,Dec-2023,18-25,Male,South,Zee News/WION,Palki Sharma,Politics,Daily,Authentic,6.3,5.0,0,4,3.45,6.3,74.6
VWR0925,Apr-2024,41-60,Male,North,Times Now,Rahul Shivshankar,Politics,Daily,Authentic,7.2,8.3,0,7,3.99,6.9,86.2
VWR0926,Apr-2022,41-60,Other,South,Republic TV,Arnab Goswami,Crime,Daily,Misleading,9.9,8.3,2,1,-0.93,6.3,54.4
VWR0927,Dec-2022,60+,Male,East,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Authentic,8.5,7.7,0,5,3.52,6.2,71.6
VWR0928,Nov-2023,18-25,Male,North,Times Now,Navika Kumar,Crime,Daily,Fake,7.4,5.1,3,1,0.87,5.5,71.3
VWR0929,Aug-2023,41-60,Female,Central,News18,Amish Devgan,Crime,Occasional,Misleading,7.1,6.9,3,3,1.1,6.8,89.0
VWR0930,Apr-2025,26-40,Female,North,Aaj Tak,Anjana Om Kashyap,Economy,Occasional,Authentic,7.6,8.9,0,7,3.71,6.4,91.2
VWR0931,Apr-2024,18-25,Male,Central,Republic TV,Arnab Goswami,Crime,Daily,Authentic,9.6,9.6,1,5,2.75,5.8,75.9
VWR0932,Dec-2025,26-40,Male,West,Zee News/WION,Palki Sharma,Politics,Occasional,Misleading,6.6,5.1,1,1,1.57,7.2,78.4
VWR0933,Jan-2022,41-60,Female,South,NDTV,Ravish Kumar,Politics,Weekly,Misleading,6.1,2.4,1,1,2.49,6.8,69.3
VWR0934,May-2025,26-40,Female,South,Times Now,Navika Kumar,Crime,Weekly,Authentic,9.2,7.4,0,8,4.55,7.3,87.0
VWR0935,Nov-2022,26-40,Male,West,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Fake,7.7,9.0,6,1,-3.29,2.4,37.5
VWR0936,Aug-2025,60+,Male,East,Aaj Tak,Anjana Om Kashyap,Health,Weekly,Misleading,9.6,9.4,4,2,-0.82,3.5,62.6
VWR0937,Jul-2024,26-40,Male,East,Republic TV,Arnab Goswami,Politics,Daily,Authentic,9.1,8.0,1,7,2.74,6.4,88.6
VWR0938,May-2025,41-60,Female,South,NDTV,Ravish Kumar,Politics,Weekly,Authentic,5.9,3.7,0,4,3.19,7.7,88.0
VWR0939,Feb-2025,26-40,Female,South,Republic TV,Arnab Goswami,Politics,Daily,Authentic,9.2,8.5,1,5,2.57,6.5,84.1
VWR0940,Sep-2022,26-40,Female,Central,Times Now,Navika Kumar,Politics,Weekly,Authentic,7.0,6.5,0,7,5.0,7.8,79.7
VWR0941,Jun-2022,41-60,Female,North,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Misleading,8.4,9.2,2,3,1.44,4.3,61.3
VWR0942,Jun-2022,60+,Female,South,Times Now,Navika Kumar,Health,Daily,Authentic,7.4,6.9,1,9,4.79,9.0,85.5
